Repository Name,Repository URL,Default Branch,Star Count,Description,Update_date
graftcp,https://github.com/hmgle/graftcp,master,1727,A flexible tool for redirecting a given program's TCP traffic to SOCKS5 or HTTP proxy.,2023-11-22T10:07:37Z
paperview,https://github.com/glouw/paperview,master,1400,A high performance X11 animated wallpaper setter,2023-11-21T05:31:28Z
leptonica,https://github.com/DanBloomberg/leptonica,master,1556,Leptonica is an open source library containing software that is broadly useful for image processing and image analysis applications. The official github repository for Leptonica is: danbloomberg/leptonica.  See leptonica.org for more documentation.,2023-11-22T05:22:47Z
pjproject,https://github.com/pjsip/pjproject,master,1685,PJSIP project,2023-11-22T04:40:32Z
Open-PS2-Loader,https://github.com/ps2homebrew/Open-PS2-Loader,master,1771,Game and app loader for Sony PlayStation 2,2023-11-21T12:39:50Z
Ne10,https://github.com/projectNe10/Ne10,master,1410,An open optimized software library project for the ARM® Architecture,2023-11-21T01:09:20Z
fuzzer-test-suite,https://github.com/google/fuzzer-test-suite,master,1373,Set of tests for fuzzing engines,2023-11-22T07:17:04Z
fatcache,https://github.com/twitter/fatcache,master,1304,Memcache on SSD,2023-11-22T02:27:53Z
libnfc,https://github.com/nfc-tools/libnfc,master,1535,Platform independent Near Field Communication (NFC) library,2023-11-22T06:32:19Z
mkernel,https://github.com/arjun024/mkernel,master,1316,A minimalist kernel,2023-11-12T22:39:49Z
sm64ex,https://github.com/sm64pc/sm64ex,nightly,1441,Fork of https://github.com/sm64-port/sm64-port with additional features.,2023-11-21T09:42:49Z
bakeware,https://github.com/bake-bake-bake/bakeware,main,1384,"Compile Elixir applications into single, easily distributed executable binaries",2023-11-20T15:59:00Z
libtomcrypt,https://github.com/libtom/libtomcrypt,develop,1426,"LibTomCrypt is a fairly comprehensive, modular and portable cryptographic toolkit that provides developers with a vast array of well known published block ciphers, one-way hash functions, chaining modes, pseudo-random number generators, public key cryptography and a plethora of other routines.",2023-11-19T02:06:20Z
dislocker,https://github.com/Aorimn/dislocker,master,1436,FUSE driver to read/write Windows' BitLocker-ed volumes under Linux / Mac OSX,2023-11-22T05:43:28Z
pokeemerald,https://github.com/pret/pokeemerald,master,1838,Decompilation of Pokémon Emerald,2023-11-21T13:45:55Z
esp-iot-solution,https://github.com/espressif/esp-iot-solution,master,1620,"Espressif IoT Library. IoT Device Drivers, Documentations And Solutions.",2023-11-20T21:20:49Z
libwdi,https://github.com/pbatard/libwdi,master,1593,Windows Driver Installer library for USB devices ,2023-11-22T02:31:22Z
kona,https://github.com/kevinlawler/kona,master,1334,Open-source implementation of the K programming language,2023-11-11T04:52:14Z
Process-Dump,https://github.com/glmcdona/Process-Dump,main,1478,Windows tool for dumping malware PE files from memory back to disk for analysis.,2023-11-21T08:14:26Z
space-shooter.c,https://github.com/tsherif/space-shooter.c,master,1304,"A cross-platform, top-down 2D space shooter written in C using only platform libraries.",2023-11-17T22:39:49Z
TencentOS-kernel,https://github.com/Tencent/TencentOS-kernel,master,1408,腾讯针对云的场景研发的服务器操作系统,2023-11-16T11:14:07Z
phpspy,https://github.com/adsr/phpspy,master,1356,low-overhead sampling profiler for PHP 7+,2023-11-08T13:44:54Z
kvm-guest-drivers-windows,https://github.com/virtio-win/kvm-guest-drivers-windows,master,1649,Windows paravirtualized drivers for QEMU\KVM,2023-11-22T08:54:31Z
mraa,https://github.com/eclipse/mraa,master,1333,"Linux Library for low speed IO Communication in C with bindings for C++, Python, Node.js & Java. Supports generic io platforms, as well as Intel Edison, Intel Joule, Raspberry Pi and many more.",2023-11-21T14:21:01Z
xpadneo,https://github.com/atar-axis/xpadneo,master,1623,Advanced Linux Driver for Xbox One Wireless Controller (shipped with Xbox One S),2023-11-20T20:24:42Z
xquic,https://github.com/alibaba/xquic,main,1544,XQUIC Library released by Alibaba is a cross-platform implementation of QUIC and HTTP/3 protocol.,2023-11-21T10:45:50Z
Raphters,https://github.com/danielwaterworth/Raphters,master,1282,[DEPRECATED] A web framework for C.,2023-11-06T01:12:07Z
genann,https://github.com/codeplea/genann,master,1428,simple neural network library in ANSI C,2023-11-21T21:07:12Z
Adrenaline,https://github.com/TheOfficialFloW/Adrenaline,master,1404,Custom Firmware 6.61 Adrenaline for the PSP Emulator,2023-11-19T17:40:40Z
openexr,https://github.com/AcademySoftwareFoundation/openexr,main,1513,"The OpenEXR project provides the specification and reference implementation of the EXR file format, the professional-grade image storage format of the motion picture industry.",2023-11-17T17:47:30Z
monero-gui,https://github.com/monero-project/monero-gui,master,1523,"Monero: the secure, private, untraceable cryptocurrency",2023-11-22T00:43:04Z
TBase,https://github.com/Tencent/TBase,master,1349,"TBase is an enterprise-level distributed HTAP database. Through a single database cluster to provide users with highly consistent distributed database services and high-performance data warehouse services, a set of integrated enterprise-level solutions is formed.",2023-11-22T00:42:15Z
ScanNet,https://github.com/ScanNet/ScanNet,master,1550,,2023-11-21T13:17:16Z
pam-duress,https://github.com/nuvious/pam-duress,main,1292,"A Pluggable Authentication Module (PAM) which allows the establishment of alternate passwords that can be used to perform actions to clear sensitive data, notify IT/Security staff, close off sensitive network connections, etc if a user is coerced into giving a threat actor a password.",2023-11-20T04:41:33Z
SGDK,https://github.com/Stephane-D/SGDK,master,1526,SGDK - A free and open development kit for the Sega Mega Drive,2023-11-21T10:36:37Z
86Box,https://github.com/86Box/86Box,master,2047,Emulator of x86-based machines based on PCem.,2023-11-22T01:23:46Z
jpegoptim,https://github.com/tjko/jpegoptim,master,1446,jpegoptim - utility to optimize/compress JPEG files,2023-11-21T17:58:32Z
Pux,https://github.com/c9s/Pux,master,1272,Pux is a fast PHP Router and includes out-of-box controller tools,2023-11-11T04:58:38Z
samtools,https://github.com/samtools/samtools,develop,1469,Tools (written in C using htslib) for manipulating next-generation sequencing data,2023-11-21T11:10:09Z
PiFmRds,https://github.com/ChristopheJacquet/PiFmRds,master,1343,FM-RDS transmitter using the Raspberry Pi's PWM,2023-11-17T23:41:59Z
HackBGRT,https://github.com/Metabolix/HackBGRT,master,1874,Windows boot logo changer for UEFI systems,2023-11-21T09:46:12Z
hidden,https://github.com/JKornev/hidden,master,1508,"🇺🇦 Windows driver with usermode interface which can hide processes, file-system and registry objects, protect processes and etc",2023-11-21T08:52:45Z
RedisBloom,https://github.com/RedisBloom/RedisBloom,master,1509,Probabilistic Datatypes Module for Redis,2023-11-20T08:37:56Z
illumos-gate,https://github.com/illumos/illumos-gate,master,1466,An open-source Unix operating system,2023-11-21T14:25:16Z
CoreFreq,https://github.com/cyring/CoreFreq,master,1852,CoreFreq is a CPU monitoring software designed for the 64-bits Processors.,2023-11-22T10:15:05Z
ATTinyCore,https://github.com/SpenceKonde/ATTinyCore,v2.0.0-devThis-is-the-head-submit-PRs-against-this,1426,"Arduino core for ATtiny 1634, 828, x313, x4, x41, x5, x61, x7 and x8 ",2023-11-19T04:57:01Z
curb,https://github.com/taf2/curb,master,1284,Ruby bindings for libcurl,2023-11-07T17:17:48Z
doslinux,https://github.com/haileys/doslinux,master,1508,Run Linux programs on DOS,2023-11-21T16:05:18Z
espusb,https://github.com/cnlohr/espusb,master,1381,Software-only ESP8266 USB Device,2023-11-21T13:46:01Z
Bumblebee,https://github.com/Bumblebee-Project/Bumblebee,master,1282,Bumblebee daemon and client rewritten in C,2023-10-30T00:09:39Z
xnu-qemu-arm64,https://github.com/alephsecurity/xnu-qemu-arm64,master,1321,,2023-11-22T01:14:02Z
likwid,https://github.com/RRZE-HPC/likwid,master,1453,Performance monitoring and benchmarking suite,2023-11-20T14:39:36Z
panda,https://github.com/commaai/panda,master,1402,code powering the comma.ai panda,2023-11-21T04:31:27Z
fluidsynth,https://github.com/FluidSynth/fluidsynth,master,1585,Software synthesizer based on the SoundFont 2 specifications,2023-11-22T02:04:30Z
PrintSpoofer,https://github.com/itm4n/PrintSpoofer,master,1613,"Abusing impersonation privileges through the ""Printer Bug""",2023-11-21T22:00:23Z
ngx_http_proxy_connect_module,https://github.com/chobits/ngx_http_proxy_connect_module,master,1601,A forward proxy module for CONNECT request handling,2023-11-19T12:11:22Z
kpatch,https://github.com/dynup/kpatch,master,1357,kpatch - live kernel patching,2023-11-20T08:29:19Z
MaxScale,https://github.com/mariadb-corporation/MaxScale,23.08,1341,An intelligent database proxy.,2023-11-14T18:05:06Z
ctf,https://github.com/trailofbits/ctf,master,1283,CTF Field Guide,2023-11-18T23:17:19Z
skor,https://github.com/hasura/skor,master,1245,Now part of Hasura GraphQL Engine. Listen to postgres events and forward them as JSON payloads to a webhook,2023-10-17T13:49:58Z
swift-crypto,https://github.com/apple/swift-crypto,main,1358,Open-source implementation of a substantial portion of the API of Apple CryptoKit suitable for use on Linux platforms.,2023-11-22T04:23:38Z
cetus,https://github.com/session-replay-tools/cetus,master,1241,Cetus is a high performance middleware that provides transparent routing between your application and any backend MySQL Servers. ,2023-11-20T10:04:42Z
XNNPACK,https://github.com/google/XNNPACK,master,1592,"High-efficiency floating-point neural network inference operators for mobile, server, and Web",2023-11-19T16:10:05Z
btstack,https://github.com/bluekitchen/btstack,master,1492,"Dual-mode Bluetooth stack, with small memory footprint.",2023-11-21T14:18:45Z
zelda3,https://github.com/snesrev/zelda3,master,3964,,2023-11-21T16:09:59Z
facetimehd,https://github.com/patjak/facetimehd,master,1294,Reverse engineered Linux driver for the FacetimeHD (Broadcom 1570) PCIe webcam,2023-11-13T16:58:13Z
libcsp,https://github.com/shiyanhui/libcsp,master,1273,A concurrency C library 10x faster than Golang.,2023-11-14T15:20:19Z
minilisp,https://github.com/rui314/minilisp,master,1349,A readable lisp in less than 1k lines of C,2023-11-21T09:03:28Z
shairplay,https://github.com/juhovh/shairplay,master,1289,Apple airplay and raop protocol server,2023-11-21T06:42:37Z
dwl,https://github.com/djpohly/dwl,main,1886,dwm for Wayland,2023-11-22T01:43:36Z
jdupes,https://github.com/jbruchon/jdupes,master,1704,A powerful duplicate file finder and an enhanced fork of 'fdupes'.,2023-11-22T06:08:49Z
boopkit,https://github.com/krisnova/boopkit,main,1448,"Linux eBPF backdoor over TCP. Spawn reverse shells, RCE, on prior privileged access. Less Honkin, More Tonkin.",2023-11-22T07:58:28Z
VitaShell,https://github.com/TheOfficialFloW/VitaShell,master,1325,Multi-functional file manager for PS Vita,2023-11-15T18:02:01Z
kernel_new_features,https://github.com/0voice/kernel_new_features,main,1487,"一个深挖 Linux 内核的新功能特性，以 io_uring, cgroup, ebpf, llvm 为代表，包含开源项目，代码案例，文章，视频，架构脑图等",2023-11-22T09:28:07Z
bloomd,https://github.com/armon/bloomd,master,1234,C network daemon for bloom filters,2023-11-13T03:33:29Z
tinycc,https://github.com/TinyCC/tinycc,mob,1633,Unofficial mirror of mob development branch,2023-11-21T22:39:43Z
mptun,https://github.com/cloudwu/mptun,master,1239,Multi-path Tunnel,2023-10-19T08:51:55Z
markdown-wasm,https://github.com/rsms/markdown-wasm,master,1421,"Very fast Markdown parser and HTML generator implemented in WebAssembly, based on md4c",2023-11-20T21:12:08Z
zathura,https://github.com/pwmt/zathura,develop,1558,a document viewer,2023-11-21T11:14:04Z
CVE-2020-0796,https://github.com/danigargu/CVE-2020-0796,master,1277,CVE-2020-0796 - Windows SMBv3 LPE exploit #SMBGhost,2023-11-20T12:43:17Z
lsh,https://github.com/brenns10/lsh,master,1339,Simple shell implementation.  Tutorial here ->,2023-11-15T01:08:59Z
optee_os,https://github.com/OP-TEE/optee_os,master,1396,Trusted side of the TEE,2023-11-21T20:02:44Z
tinywm,https://github.com/mackstann/tinywm,master,1404,The tiniest window manager.,2023-11-21T06:55:17Z
agensgraph,https://github.com/bitnine-oss/agensgraph,v2.13,1294,"AgensGraph, a transactional graph database based on PostgreSQL",2023-11-22T10:09:02Z
adbi,https://github.com/crmulliner/adbi,master,1237,Android Dynamic Binary Instrumentation Toolkit  ,2023-11-22T05:03:24Z
lightmapper,https://github.com/ands/lightmapper,master,1357,A C/C++ single-file library for drop-in lightmap baking. Just use your existing OpenGL renderer to bounce light!,2023-11-22T04:01:28Z
orioledb,https://github.com/orioledb/orioledb,main,2446,OrioleDB – building a modern cloud-native storage engine (... and solving some PostgreSQL wicked problems)  🇺🇦,2023-11-20T11:10:07Z
tilck,https://github.com/vvaltchev/tilck,master,2169,A Tiny Linux-Compatible Kernel,2023-11-21T07:23:50Z
arcan,https://github.com/letoram/arcan,master,1421,"Arcan - [Display Server, Multimedia Framework, Game Engine] -> ""Desktop Engine""",2023-11-20T13:34:35Z
sha1collisiondetection,https://github.com/cr-marcstevens/sha1collisiondetection,master,1278,Library and command line tool to detect SHA-1 collision in a file,2023-11-20T19:11:58Z
scanmem,https://github.com/scanmem/scanmem,main,1403,memory scanner for Linux,2023-11-18T11:40:49Z
Android-Inline-Hook,https://github.com/ele7enxxh/Android-Inline-Hook,master,1287,thumb16 thumb32 arm32 inlineHook in Android,2023-11-21T13:45:55Z
box2d.js,https://github.com/kripken/box2d.js,master,1289,Port of Box2D to JavaScript using Emscripten,2023-11-17T09:17:35Z
bob_cassette_rewinder,https://github.com/dekuNukem/bob_cassette_rewinder,master,1266,Renew and Refill Bob Cassettes for 98% Cost Saving!,2023-11-12T10:44:32Z
microprofile,https://github.com/jonasmr/microprofile,master,1334,microprofile is an embeddable profiler,2023-11-17T01:24:23Z
dperf,https://github.com/baidu/dperf,main,3866,dperf is a 100Gbps network load tester.,2023-11-22T08:54:11Z
bwa,https://github.com/lh3/bwa,master,1375,Burrow-Wheeler Aligner for short-read alignment (see minimap2 for long-read alignment),2023-11-22T08:37:47Z
OLINUXINO,https://github.com/OLIMEX/OLINUXINO,master,1289,"OLINUXINO is Open Source / Open Hardware, low cost from EUR 24 Linux Industrial grade Single Board Computer capable to operate -25+85C",2023-11-21T02:58:24Z
minimp3,https://github.com/lieff/minimp3,master,1404,Minimalistic MP3 decoder single header library,2023-11-21T18:44:58Z
invoice,https://github.com/guanshuicheng/invoice,master,1472,增值税发票OCR识别，使用flask微服务架构，识别type：增值税电子普通发票，增值税普通发票，增值税专用发票；识别字段为：发票代码、发票号码、开票日期、校验码、税后金额等,2023-11-22T08:38:41Z
TCP-IP-NetworkNote,https://github.com/riba2534/TCP-IP-NetworkNote,master,1854,📘《TCP/IP网络编程》(韩-尹圣雨)学习笔记,2023-11-21T15:13:50Z
samples,https://github.com/ms-iot/samples,develop,1203,Windows 10 IoT Core Samples,2023-10-26T07:32:08Z
pigpio,https://github.com/joan2937/pigpio,master,1331,pigpio is a C library for the Raspberry which allows control of the General Purpose Input Outputs (GPIO).,2023-11-22T09:06:35Z
glib,https://github.com/GNOME/glib,main,1396,Read-only mirror of https://gitlab.gnome.org/GNOME/glib,2023-11-22T03:51:56Z
Zeus,https://github.com/Visgean/Zeus,translation,1321,"NOT MY CODE! Zeus trojan horse - leaked in 2011, I am not the author. This repository is for study purposes only, do not message me about your lame hacking attempts. ",2023-11-21T01:55:21Z
TripleCross,https://github.com/h3xduck/TripleCross,master,1594,"A Linux eBPF rootkit with a backdoor, C2, library injection, execution hijacking, persistence and stealth capabilities.",2023-11-20T14:46:44Z
json-parser,https://github.com/json-parser/json-parser,master,1247,Very low footprint DOM-style JSON parser written in portable ANSI C,2023-11-21T17:33:41Z
rtl88x2bu,https://github.com/cilynx/rtl88x2bu,5.8.7.1_35809.20191129_COEX20191120-7777,1496,rtl88x2bu driver updated for current kernels.,2023-11-21T23:26:41Z
brubeck,https://github.com/github/brubeck,master,1185,A Statsd-compatible metrics aggregator,2023-11-01T14:32:21Z
joy,https://github.com/cisco/joy,master,1258,"A package for capturing and analyzing network flow data and intraflow data, for network research, forensics, and security monitoring.",2023-11-19T10:34:32Z
heap-exploitation,https://github.com/DhavalKapil/heap-exploitation,master,1225,This book on heap exploitation is a guide to understanding the internals of glibc's heap and various attacks possible on the heap structure. ,2023-11-10T07:56:17Z
miniupnp,https://github.com/miniupnp/miniupnp,master,1335,UPnP IGD implementation,2023-11-19T09:46:50Z
openmptcprouter,https://github.com/Ysurac/openmptcprouter,develop,1523,OpenMPTCProuter is an open source solution to aggregate multiple internet connections using Multipath TCP (MPTCP) on OpenWrt,2023-11-22T08:51:00Z
interim,https://github.com/mntmn/interim,master,1225,The Interim Operating System,2023-11-21T15:16:06Z
SeasLog,https://github.com/SeasX/SeasLog,master,1202,"An effective,fast,stable log extension for PHP.http://pecl.php.net/package/SeasLog http://php.net/SeasLog",2023-10-29T05:12:30Z
Entware-ng,https://github.com/Entware/Entware-ng,master,1201,Entware-ng,2023-11-08T01:41:03Z
rtl8812AU_8821AU_linux,https://github.com/abperiasamy/rtl8812AU_8821AU_linux,master,1207,rtl8812AU_8821AU linux kernel driver for AC1200 (801.11ac) Wireless Dual-Band USB Adapter,2023-11-16T00:42:04Z
CSAPP-3e-Solutions,https://github.com/DreamAndDead/CSAPP-3e-Solutions,master,1311,"CSAPP 3e Solutions, migrated to github.io from gitbook.io which is being shut down.",2023-11-19T22:56:49Z
GleeBug,https://github.com/x64dbg/GleeBug,vs2015,1200,Debugging Framework for Windows.,2023-11-20T14:45:25Z
channel3,https://github.com/cnlohr/channel3,master,1282,ESP8266 Analog Broadcast Television Interface,2023-11-17T04:28:48Z
zmk,https://github.com/zmkfirmware/zmk,main,1982,ZMK Firmware Repository,2023-11-22T01:08:46Z
SysmonForLinux,https://github.com/Sysinternals/SysmonForLinux,main,1490,,2023-11-21T21:40:34Z
fiche,https://github.com/solusipse/fiche,master,1317,Command line pastebin for sharing terminal output.,2023-11-21T16:41:57Z
vimb,https://github.com/fanglingsu/vimb,master,1286,"Vimb - the vim like browser is a webkit based web browser that behaves like the vimperator plugin for the firefox and usage paradigms from the great editor vim. The goal of vimb is to build a completely keyboard-driven, efficient and pleasurable browsing-experience.",2023-11-22T02:44:12Z
clap,https://github.com/free-audio/clap,main,1516,Audio Plugin API,2023-11-22T10:19:08Z
DoubleAgent,https://github.com/Cybellum/DoubleAgent,master,1202,Zero-Day Code Injection and Persistence Technique,2023-11-20T14:45:33Z
nagioscore,https://github.com/NagiosEnterprises/nagioscore,master,1368,Nagios Core,2023-11-20T05:21:06Z
rtl8821CU,https://github.com/brektrou/rtl8821CU,master,1483,Realtek RTL8811CU/RTL8821CU USB Wi-Fi adapter driver for Linux,2023-11-21T17:51:23Z
WinObjEx64,https://github.com/hfiref0x/WinObjEx64,master,1431,Windows Object Explorer 64-bit,2023-11-22T01:50:31Z
hping,https://github.com/antirez/hping,master,1322,hping network tool,2023-11-19T19:23:49Z
ffmpeg-tutorial,https://github.com/mpenkov/ffmpeg-tutorial,master,1209,A set of tutorials that demonstrates how to write a video player based on FFmpeg,2023-11-22T07:37:00Z
dropbear,https://github.com/mkj/dropbear,master,1425,Dropbear SSH,2023-11-21T08:31:37Z
comdb2,https://github.com/bloomberg/comdb2,main,1258,Bloomberg's distributed RDBMS,2023-11-20T17:39:27Z
ngs,https://github.com/ngs-lang/ngs,master,1241,Next Generation Shell (NGS),2023-11-21T16:11:13Z
FreeModbus_Slave-Master-RTT-STM32,https://github.com/armink/FreeModbus_Slave-Master-RTT-STM32,master,1380,Add master mode to FreeModbus. | 在 FreeModbus 中添加主机模式,2023-11-22T02:43:07Z
zabbix-docker-monitoring,https://github.com/monitoringartist/zabbix-docker-monitoring,master,1176,":whale: Docker/Kubernetes/Mesos/Marathon/Chronos/LXC/LXD/Swarm container monitoring - Docker image, Zabbix template and C module",2023-11-11T12:44:50Z
nfs-ganesha,https://github.com/nfs-ganesha/nfs-ganesha,next,1328,"NFS-Ganesha is an NFSv3,v4,v4.1 fileserver that runs in user mode on most UNIX/Linux systems",2023-11-22T09:23:18Z
GraphicsGems,https://github.com/erich666/GraphicsGems,master,1287,"Code for the ""Graphics Gems"" book series",2023-11-22T03:11:28Z
shoes-deprecated,https://github.com/shoes/shoes-deprecated,develop,1157,Former repo for Shoes... see README for up to date locations!,2023-11-12T02:51:16Z
CmBacktrace,https://github.com/armink/CmBacktrace,master,1441,Advanced fault backtrace library for ARM Cortex-M series MCU | ARM Cortex-M 系列 MCU 错误追踪库,2023-11-22T08:59:01Z
tinyexpr,https://github.com/codeplea/tinyexpr,master,1394,"tiny recursive descent expression parser, compiler, and evaluation engine for math expressions",2023-11-22T02:32:35Z
light,https://github.com/haikarainen/light,master,1220,GNU/Linux application to control backlights,2023-11-19T20:12:10Z
direwolf,https://github.com/wb2osz/direwolf,master,1374,"Dire Wolf is a software ""soundcard"" AX.25 packet modem/TNC and APRS encoder/decoder. It can be used stand-alone to observe APRS traffic, as a tracker, digipeater, APRStt gateway, or Internet Gateway (IGate).   For more information, look at the bottom 1/4 of this page and in https://github.com/wb2osz/direwolf/blob/dev/doc/README.md ",2023-11-19T23:48:13Z
iProxy,https://github.com/tcurdt/iProxy,master,1178,Let's you connect your laptop to the iPhone to surf the web.,2023-11-05T03:24:58Z
go-algorand,https://github.com/algorand/go-algorand,master,1276,Algorand's official implementation in Go. ,2023-11-22T05:44:03Z
vanitygen,https://github.com/samr7/vanitygen,master,1190,,2023-11-02T09:37:48Z
QrCodeScan,https://github.com/chentao0707/QrCodeScan,master,1166,Android手机客户端二维码扫描,2023-11-14T06:54:52Z
KiTTY,https://github.com/cyd01/KiTTY,master,1397,":computer: KiTTY, a free telnet/ssh client for Windows",2023-11-22T10:14:05Z
SmallerC,https://github.com/alexfru/SmallerC,master,1263,Simple C compiler,2023-11-19T09:42:29Z
FidelityFX-FSR2,https://github.com/GPUOpen-Effects/FidelityFX-FSR2,master,1788,FidelityFX Super Resolution 2,2023-11-21T21:58:35Z
yodaos,https://github.com/yodaos-project/yodaos,v9.x,1179,Yet another Linux distribution for voice-enabled IoT and embrace Web standards,2023-11-16T14:35:00Z
zig-gamedev,https://github.com/michal-z/zig-gamedev,main,1732,Building game development ecosystem for @ziglang!,2023-11-21T17:23:05Z
wifi_ducky,https://github.com/spacehuhn/wifi_ducky,master,1220,"Upload, save and run keystroke injection payloads with an ESP8266 + ATMEGA32U4",2023-11-20T18:06:24Z
parson,https://github.com/kgabis/parson,master,1261,Lightweight JSON library written in C.,2023-11-21T10:40:59Z
how-to-optimize-gemm,https://github.com/flame/how-to-optimize-gemm,master,1492,,2023-11-21T02:38:18Z
tilda,https://github.com/lanoxx/tilda,master,1212,A Gtk based drop down terminal for Linux and Unix,2023-11-20T09:34:55Z
tz,https://github.com/eggert/tz,main,1306,Time zone database and code,2023-11-22T01:58:10Z
portable,https://github.com/libressl-portable/portable,master,1262,LibreSSL Portable itself. This includes the build scaffold and compatibility layer that builds portable LibreSSL from the OpenBSD source code. Pull requests or patches sent to tech@openbsd.org are welcome.,2023-11-20T13:34:32Z
zlib-ng,https://github.com/zlib-ng/zlib-ng,develop,1364,"zlib replacement with optimizations for ""next generation"" systems.",2023-11-21T02:50:43Z
fragattacks,https://github.com/vanhoefm/fragattacks,master,1190,,2023-11-22T10:28:45Z
Wi-PWN,https://github.com/samdenty/Wi-PWN,master,1368,"ESP8266 firmware for performing deauthentication attacks, with ease.",2023-11-21T12:08:57Z
parallel,https://github.com/krakjoe/parallel,develop,1278,A succinct parallel concurrency API for PHP8,2023-11-20T09:14:25Z
android-serialport-api,https://github.com/cepr/android-serialport-api,master,1216,Accessing serial ports for Android,2023-11-09T01:20:17Z
go-tun2socks,https://github.com/eycorsican/go-tun2socks,master,1244,A tun2socks implementation written in Go.,2023-11-22T05:34:33Z
spectrwm,https://github.com/conformal/spectrwm,master,1246,A small dynamic tiling window manager for X11.,2023-11-21T04:00:55Z
usbmuxd,https://github.com/libimobiledevice/usbmuxd,master,1312,A socket daemon to multiplex connections from and to iOS devices,2023-11-22T05:41:40Z
libbpf,https://github.com/libbpf/libbpf,master,1687,Automated upstream mirror for libbpf stand-alone build.,2023-11-22T08:24:00Z
fb-adb,https://github.com/facebookarchive/fb-adb,master,1145,A better shell for Android devices,2023-11-11T21:55:54Z
ZFSin,https://github.com/openzfsonwindows/ZFSin,master,1171,OpenZFS on Windows port,2023-11-18T04:00:42Z
open-gpu-doc,https://github.com/NVIDIA/open-gpu-doc,master,1172,Documentation of NVIDIA chip/hardware interfaces,2023-11-12T06:23:17Z
SameBoy,https://github.com/LIJI32/SameBoy,master,1393,Game Boy and Game Boy Color emulator written in C,2023-11-22T01:00:19Z
A-Eye,https://github.com/peng-zhihui/A-Eye,master,1160,a spuer mini AI-camera project,2023-10-30T01:25:35Z
Windows-Driver-Frameworks,https://github.com/microsoft/Windows-Driver-Frameworks,main,1217,WDF makes it easy to write high-quality Windows drivers,2023-11-21T02:30:13Z
kekeo,https://github.com/gentilkiwi/kekeo,master,1289,A little toolbox to play with Microsoft Kerberos in C,2023-11-18T17:04:50Z
Diamorphine,https://github.com/m0nad/Diamorphine,master,1480,LKM rootkit for Linux Kernels 2.6.x/3.x/4.x/5.x/6.x (x86/x86_64 and ARM64),2023-11-21T16:02:05Z
busybox,https://github.com/mirror/busybox,master,1420,BusyBox mirror,2023-11-22T08:19:07Z
yasm,https://github.com/yasm/yasm,master,1258,Yasm Assembler mainline development tree,2023-11-19T20:19:14Z
KDU,https://github.com/hfiref0x/KDU,master,1614,Kernel Driver Utility,2023-11-21T08:52:48Z
ansicon,https://github.com/adoxa/ansicon,master,1190,Process ANSI escape sequences for Windows console programs.,2023-11-19T10:09:46Z
FiniteStateEntropy,https://github.com/Cyan4973/FiniteStateEntropy,dev,1236,New generation entropy codecs : Finite State Entropy and Huff0,2023-11-15T23:07:42Z
jpeg-archive,https://github.com/danielgtaylor/jpeg-archive,master,1143,Utilities for archiving JPEGs for long term storage.,2023-11-08T13:52:22Z
linux,https://github.com/dtrace4linux/linux,master,1152,dtrace for linux - kernel driver and userland tools,2023-11-12T23:10:59Z
profanity,https://github.com/profanity-im/profanity,master,1232,Ncurses based XMPP client,2023-11-20T20:42:21Z
MX_FFmpeg,https://github.com/USBhost/MX_FFmpeg,master,1550,MX Player custom codec / https://mx.j2inter.com/download https://github.com/MXVideoPlayer/MX-FFmpeg / Source not mine,2023-11-21T05:24:13Z
yi-hack-v3,https://github.com/shadow-1/yi-hack-v3,master,1157,Alternative Firmware for Xiaomi Cameras based on Hi3518e Chipset,2023-11-20T03:36:44Z
lsquic,https://github.com/litespeedtech/lsquic,master,1356,LiteSpeed QUIC and HTTP/3 Library,2023-11-22T10:01:53Z
altdrag,https://github.com/stefansundin/altdrag,master,1292,:file_folder: Easily drag windows when pressing the alt key. (Windows),2023-11-17T12:48:16Z
sdn-handbook,https://github.com/feiskyer/sdn-handbook,master,1273,SDN网络指南（SDN Handbook）,2023-11-14T00:58:28Z
heatshrink,https://github.com/atomicobject/heatshrink,master,1224,data compression library for embedded/real-time systems,2023-11-21T12:47:50Z
hobbes,https://github.com/morganstanley/hobbes,main,1150,A language and an embedded JIT compiler,2023-11-13T19:19:58Z
mlt,https://github.com/mltframework/mlt,master,1339,MLT Multimedia Framework,2023-11-20T09:40:25Z
BinExp,https://github.com/rosehgal/BinExp,master,1233,Linux Binary Exploitation,2023-11-22T01:53:20Z
RemotePotato0,https://github.com/antonioCoco/RemotePotato0,main,1210,Windows Privilege Escalation from User to Domain Admin.,2023-11-21T22:47:29Z
b-parasite,https://github.com/rbaron/b-parasite,main,1620,🌱💧 An open source DIY soil moisture sensor,2023-11-22T01:52:15Z
pg-strom,https://github.com/heterodb/pg-strom,master,1219,PG-Strom - Master development repository,2023-11-22T09:46:46Z
trapcc,https://github.com/jbangert/trapcc,master,1208,Computing with traps,2023-11-21T19:29:57Z
u8glib,https://github.com/olikraus/u8glib,master,1201,Arduino Monochrom Graphics Library for LCDs and OLEDs,2023-11-14T12:22:08Z
ts2c,https://github.com/andrei-markeev/ts2c,master,1199,Convert Javascript/TypeScript to C,2023-11-21T10:30:29Z
gambit,https://github.com/gambit/gambit,master,1220,Gambit is an efficient implementation of the Scheme programming language.,2023-11-09T09:52:14Z
